State,CityName,RegionCode,CountryCode
Arizona,Elgin,US-AZ,US
Arizona,Eloy,US-AZ,US
Arizona,Flagstaff,US-AZ,US
Arizona,Florence,US-AZ,US
Arizona,Fountain Hills,US-AZ,US
Arizona,Fredonia,US-AZ,US
Arizona,Ft Defiance,US-AZ,US
Arizona,Ft Huachuca,US-AZ,US
Arizona,Ft Mohave,US-AZ,US
Arizona,Ft Thomas,US-AZ,US
Arizona,Ganado,US-AZ,US
Arizona,Gila Bend,US-AZ,US
Arizona,Gilbert,US-AZ,US
Arizona,Glendale,US-AZ,US
Arizona,Globe,US-AZ,US
Arizona,Goodyear,US-AZ,US
Arizona,Grand Canyon,US-AZ,US
Arizona,Green Valley,US-AZ,US
Arizona,Hayden,US-AZ,US
Arizona,Heber,US-AZ,US
Arizona,Higley,US-AZ,US
Arizona,Holbrook,US-AZ,US
Arizona,Hotevilla,US-AZ,US
Arizona,Joseph City,US-AZ,US
Arizona,Kayenta,US-AZ,US
Arizona,Keams Canyon,US-AZ,US
Arizona,Kearny,US-AZ,US
Arizona,Kingman,US-AZ,US
Arizona,Kykotsmovi Village,US-AZ,US
Arizona,Lake Havasu City,US-AZ,US
Arizona,Lake Montezuma,US-AZ,US
Arizona,Lakeside,US-AZ,US
Arizona,Laveen,US-AZ,US
Arizona,Litchfield Park,US-AZ,US
Arizona,Littlefield,US-AZ,US
Arizona,Luke Afb,US-AZ,US
Arizona,Mammoth,US-AZ,US
Arizona,Many Farms,US-AZ,US
Arizona,Marana,US-AZ,US
Arizona,Maricopa,US-AZ,US
Arizona,Mayer,US-AZ,US
Arizona,Mesa,US-AZ,US
Arizona,Miami,US-AZ,US
Arizona,Mohave County,US-AZ,US
Arizona,Mohave Valley,US-AZ,US
Arizona,Morenci,US-AZ,US
Arizona,Morristown,US-AZ,US
Arizona,Naco,US-AZ,US
Arizona,New River,US-AZ,US
Arizona,Nogales,US-AZ,US
Arizona,Oracle,US-AZ,US
Arizona,Page,US-AZ,US
Arizona,Palo Verde,US-AZ,US
Arizona,Paradise Valley,US-AZ,US
Arizona,Parker,US-AZ,US
Arizona,Parks,US-AZ,US
Arizona,Payson,US-AZ,US
Arizona,Peoria,US-AZ,US
Arizona,Phoenix,US-AZ,US
Arizona,Pima,US-AZ,US
Arizona,Pinetop,US-AZ,US
Arizona,Poston,US-AZ,US
Arizona,Prescott,US-AZ,US
Arizona,Prescott Valley,US-AZ,US
Arizona,Quartzsite,US-AZ,US
Arizona,Queen Creek,US-AZ,US
Arizona,Red Rock,US-AZ,US
Arizona,Rio Rico,US-AZ,US
Arizona,Rio Verde,US-AZ,US
Arizona,Sacaton,US-AZ,US
Arizona,Safford,US-AZ,US
Arizona,Sahuarita,US-AZ,US
Arizona,Salome,US-AZ,US
Arizona,San Carlos,US-AZ,US
Arizona,San Luis,US-AZ,US
Arizona,San Manuel,US-AZ,US
Arizona,San Simon,US-AZ,US
Arizona,Sanders,US-AZ,US
Arizona,Scottsdale,US-AZ,US
Arizona,Sedona,US-AZ,US
Arizona,Seligman,US-AZ,US
Arizona,Sells,US-AZ,US
Arizona,Show Low,US-AZ,US
Arizona,Sierra Vista,US-AZ,US
Arizona,Skull Valley,US-AZ,US
Arizona,Snowflake,US-AZ,US
Arizona,Solomon,US-AZ,US
Arizona,Somerton,US-AZ,US
Arizona,Springerville,US-AZ,US
Arizona,St David,US-AZ,US
Arizona,St Johns,US-AZ,US
Arizona,St Michaels,US-AZ,US
Arizona,Stanfield,US-AZ,US
Arizona,Sun City,US-AZ,US
Arizona,Sun City West,US-AZ,US
Arizona,Superior,US-AZ,US
Arizona,Surprise,US-AZ,US
Arizona,Teec Nos Pos,US-AZ,US
Arizona,Tempe,US-AZ,US
Arizona,Thatcher,US-AZ,US
Arizona,Tolleson,US-AZ,US
Arizona,Tombstone,US-AZ,US
Arizona,Tonopah,US-AZ,US
Arizona,Topawa,US-AZ,US
Arizona,Tuba City,US-AZ,US
Arizona,Tucson,US-AZ,US
Arizona,Vail,US-AZ,US
Arizona,Waddell,US-AZ,US
Arizona,Wellton,US-AZ,US
Arizona,Whiteriver,US-AZ,US
Arizona,Wickenburg,US-AZ,US
Arizona,Wikieup,US-AZ,US
Arizona,Willcox,US-AZ,US
Arizona,Williams,US-AZ,US
Arizona,Window Rock,US-AZ,US
Arizona,Winkelman,US-AZ,US
Arizona,Winslow,US-AZ,US
Arizona,Wittmann,US-AZ,US
Arizona,Youngtown,US-AZ,US
Arizona,Yuma,US-AZ,US
Arkansas,Adona,US-AR,US
Arkansas,Alexander,US-AR,US
Arkansas,Alma,US-AR,US
Arkansas,Altheimer,US-AR,US
Arkansas,Amity,US-AR,US
Arkansas,Arkadelphia,US-AR,US
Arkansas,Armorel,US-AR,US
Arkansas,Ash Flat,US-AR,US
Arkansas,Ashdown,US-AR,US
Arkansas,Augusta,US-AR,US
Arkansas,Bald Knob,US-AR,US
Arkansas,Barling,US-AR,US
Arkansas,Batesville,US-AR,US
Arkansas,Bauxite,US-AR,US
Arkansas,Bay,US-AR,US
Arkansas,Beebe,US-AR,US
Arkansas,Bella Vista,US-AR,US
Arkansas,Benton,US-AR,US
Arkansas,Bentonville,US-AR,US
Arkansas,Berryville,US-AR,US
Arkansas,Bigelow,US-AR,US
Arkansas,Blytheville,US-AR,US
Arkansas,Booneville,US-AR,US
Arkansas,Bradford,US-AR,US
Arkansas,Branch,US-AR,US
Arkansas,Brinkley,US-AR,US
Arkansas,Brockwell,US-AR,US
Arkansas,Brookland,US-AR,US
Arkansas,Bryant,US-AR,US
Arkansas,Burdette,US-AR,US
Arkansas,Cabot,US-AR,US
Arkansas,Calico Rock,US-AR,US
Arkansas,Camden,US-AR,US
Arkansas,Carlisle,US-AR,US
Arkansas,Carthage,US-AR,US
Arkansas,Cave City,US-AR,US
Arkansas,Center Ridge,US-AR,US
Arkansas,Charleston,US-AR,US
Arkansas,Charlotte,US-AR,US
Arkansas,Cherokee Village,US-AR,US
Arkansas,Clarendon,US-AR,US
Arkansas,Clarksville,US-AR,US
Arkansas,Clinton,US-AR,US
Arkansas,Compton,US-AR,US
Arkansas,Conway,US-AR,US
Arkansas,Corning,US-AR,US
Arkansas,Crossett,US-AR,US
Arkansas,Danville,US-AR,US
Arkansas,Dardanelle,US-AR,US
Arkansas,De Queen,US-AR,US
Arkansas,De Witt,US-AR,US
Arkansas,Decatur,US-AR,US
Arkansas,Dermott,US-AR,US
Arkansas,Des Arc,US-AR,US
Arkansas,Dumas,US-AR,US
Arkansas,Dyess,US-AR,US
Arkansas,El Dorado,US-AR,US
Arkansas,Elm Springs,US-AR,US
Arkansas,England,US-AR,US
Arkansas,Enola,US-AR,US
Arkansas,Eureka Springs,US-AR,US
Arkansas,Fairfield Bay,US-AR,US
Arkansas,Farmington,US-AR,US
Arkansas,Fayetteville,US-AR,US
Arkansas,Flippin,US-AR,US
Arkansas,Floral,US-AR,US
Arkansas,Fordyce,US-AR,US
Arkansas,Forrest City,US-AR,US
Arkansas,Fountain Hill,US-AR,US
Arkansas,Friendship,US-AR,US
Arkansas,Ft Smith,US-AR,US
Arkansas,Gassville,US-AR,US
Arkansas,Gentry,US-AR,US
Arkansas,Gillham,US-AR,US
Arkansas,Glenwood,US-AR,US
Arkansas,Gould,US-AR,US
Arkansas,Grady,US-AR,US
Arkansas,Gravette,US-AR,US
Arkansas,Greenbrier,US-AR,US
Arkansas,Greenwood,US-AR,US
Arkansas,Guion,US-AR,US
Arkansas,Hackett,US-AR,US
Arkansas,Hamburg,US-AR,US
Arkansas,Hardy,US-AR,US
Arkansas,Harrisburg,US-AR,US
Arkansas,Harrison,US-AR,US
Arkansas,Hartford,US-AR,US
Arkansas,Hattieville,US-AR,US
Arkansas,Hazen,US-AR,US
Arkansas,Heber Springs,US-AR,US
Arkansas,Hector,US-AR,US
Arkansas,Helena,US-AR,US
Arkansas,Higden,US-AR,US
Arkansas,Hope,US-AR,US
Arkansas,Hot Springs National Park,US-AR,US
Arkansas,Hot Springs Village,US-AR,US
Arkansas,Hoxie,US-AR,US
Arkansas,Humphrey,US-AR,US
Arkansas,Huntsville,US-AR,US
Arkansas,Imboden,US-AR,US
Arkansas,Jacksonville,US-AR,US
Arkansas,Jasper,US-AR,US
Arkansas,Jessieville,US-AR,US
Arkansas,Joiner,US-AR,US
Arkansas,Jonesboro,US-AR,US
Arkansas,Keiser,US-AR,US
Arkansas,Kensett,US-AR,US
Arkansas,Lake Village,US-AR,US
Arkansas,Lavaca,US-AR,US
Arkansas,Lead Hill,US-AR,US
Arkansas,Lepanto,US-AR,US
Arkansas,Leslie,US-AR,US
Arkansas,Little Rock,US-AR,US
Arkansas,Little Rock Afb,US-AR,US
Arkansas,Lockesburg,US-AR,US
Arkansas,London,US-AR,US
Arkansas,Lonoke,US-AR,US
Arkansas,Lowell,US-AR,US
Arkansas,Luxora,US-AR,US
Arkansas,Lynn,US-AR,US
Arkansas,Mabelvale,US-AR,US
Arkansas,Magnolia,US-AR,US
Arkansas,Malvern,US-AR,US
Arkansas,Mammoth Spring,US-AR,US
Arkansas,Mansfield,US-AR,US
Arkansas,Marianna,US-AR,US
Arkansas,Marion,US-AR,US
Arkansas,Marked Tree,US-AR,US
Arkansas,Marmaduke,US-AR,US
Arkansas,Marshall,US-AR,US
Arkansas,Maumelle,US-AR,US
Arkansas,Maynard,US-AR,US
Arkansas,Mc Crory,US-AR,US
Arkansas,Mc Gehee,US-AR,US
Arkansas,Mc Rae,US-AR,US
Arkansas,Melbourne,US-AR,US
Arkansas,Mena,US-AR,US
Arkansas,Monticello,US-AR,US
Arkansas,Morrilton,US-AR,US
Arkansas,Mount Holly,US-AR,US
Arkansas,Mount Ida,US-AR,US
Arkansas,Mount Pleasant,US-AR,US
Arkansas,Mount Vernon,US-AR,US
Arkansas,Mountain Home,US-AR,US
Arkansas,Mountain View,US-AR,US
Arkansas,Mountainburg,US-AR,US
Arkansas,Nashville,US-AR,US
Arkansas,Newark,US-AR,US
Arkansas,Newport,US-AR,US
Arkansas,Norfork,US-AR,US
Arkansas,Norman,US-AR,US
Arkansas,North Little Rock,US-AR,US
Arkansas,Osceola,US-AR,US
Arkansas,Ozark,US-AR,US
Arkansas,Palestine,US-AR,US
Arkansas,Paragould,US-AR,US
Arkansas,Paris,US-AR,US
Arkansas,Pea Ridge,US-AR,US
Arkansas,Pearcy,US-AR,US
Arkansas,Piggott,US-AR,US
Arkansas,Pine Bluff,US-AR,US
Arkansas,Plainview,US-AR,US
Arkansas,Plumerville,US-AR,US
Arkansas,Pocahontas,US-AR,US
Arkansas,Poplar Grove,US-AR,US
Arkansas,Pottsville,US-AR,US
Arkansas,Prairie Grove,US-AR,US
Arkansas,Prescott,US-AR,US
Arkansas,Quitman,US-AR,US
Arkansas,Rector,US-AR,US
Arkansas,Rison,US-AR,US
Arkansas,Rogers,US-AR,US
Arkansas,Romance,US-AR,US
Arkansas,Rosston,US-AR,US
Arkansas,Russellville,US-AR,US
Arkansas,Salem,US-AR,US
Arkansas,Saratoga,US-AR,US
Arkansas,Scotland,US-AR,US
Arkansas,Searcy,US-AR,US
Arkansas,Sheridan,US-AR,US
Arkansas,Sherwood,US-AR,US
Arkansas,Siloam Springs,US-AR,US
Arkansas,Smackover,US-AR,US
Arkansas,Springdale,US-AR,US
Arkansas,Stamps,US-AR,US
Arkansas,Star City,US-AR,US
Arkansas,State University,US-AR,US
Arkansas,Stuttgart,US-AR,US
Arkansas,Subiaco,US-AR,US
Arkansas,Sulphur Rock,US-AR,US
Arkansas,Swifton,US-AR,US
Arkansas,Texarkana,US-AR,US
Arkansas,Timbo,US-AR,US
Arkansas,Tontitown,US-AR,US
Arkansas,Trumann,US-AR,US
Arkansas,Valley Springs,US-AR,US
Arkansas,Van Buren,US-AR,US
Arkansas,Vilonia,US-AR,US
Arkansas,Waldo,US-AR,US
Arkansas,Waldron,US-AR,US
Arkansas,Walnut Ridge,US-AR,US
Arkansas,Ward,US-AR,US
Arkansas,Warren,US-AR,US
Arkansas,Washington,US-AR,US
Arkansas,Weiner,US-AR,US
Arkansas,West Fork,US-AR,US
Arkansas,West Helena,US-AR,US
Arkansas,West Memphis,US-AR,US
Arkansas,White Hall,US-AR,US
Arkansas,Winslow,US-AR,US
Arkansas,Wiseman,US-AR,US
Arkansas,Wrightsville,US-AR,US
Arkansas,Wynne,US-AR,US
Arkansas,Yellville,US-AR,US
California,Acton,US-CA,US
California,Adelanto,US-CA,US
California,Agoura Hills,US-CA,US
California,Alameda,US-CA,US
California,Alamo,US-CA,US
California,Albany,US-CA,US
California,Albion,US-CA,US
California,Alhambra,US-CA,US
California,Aliso Viejo,US-CA,US
California,Alleghany,US-CA,US
California,Alpaugh,US-CA,US
California,Alpine,US-CA,US
California,Alta,US-CA,US
California,Altadena,US-CA,US
California,Altaville,US-CA,US
California,Alturas,US-CA,US
California,Alviso,US-CA,US
California,American Canyon,US-CA,US
California,Anaheim,US-CA,US
California,Anderson,US-CA,US
California,Angels Camp,US-CA,US
California,Angwin,US-CA,US
California,Annapolis,US-CA,US
California,Antelope,US-CA,US
California,Antioch,US-CA,US
California,Apple Valley,US-CA,US
California,Aptos,US-CA,US
California,Arbuckle,US-CA,US
California,Arcadia,US-CA,US
California,Arcata,US-CA,US
California,Arnold,US-CA,US
California,Aromas,US-CA,US
California,Arroyo Grande,US-CA,US
California,Artesia,US-CA,US
California,Arvin,US-CA,US
California,Atascadero,US-CA,US
California,Atherton,US-CA,US
California,Atwater,US-CA,US
California,Auberry,US-CA,US
California,Auburn,US-CA,US
California,Avalon,US-CA,US
California,Avenal,US-CA,US
California,Avila Beach,US-CA,US
California,Azusa,US-CA,US
California,Badger,US-CA,US
California,Baker,US-CA,US
California,Bakersfield,US-CA,US
California,Baldwin Park,US-CA,US
California,Bangor,US-CA,US
California,Banning,US-CA,US
California,Barstow,US-CA,US
California,Beale Afb,US-CA,US
California,Beaumont,US-CA,US
California,Bell,US-CA,US
California,Bell Gardens,US-CA,US
California,Bella Vista,US-CA,US
California,Bellflower,US-CA,US
California,Belmont,US-CA,US
California,Belvedere Tiburon,US-CA,US
California,Ben Lomond,US-CA,US
California,Benicia,US-CA,US
California,Berkeley,US-CA,US
California,Bethel Island,US-CA,US
California,Beverly Hills,US-CA,US
California,Big Bear City,US-CA,US
California,Big Bear Lake,US-CA,US
California,Big Bend,US-CA,US
California,Big Creek,US-CA,US
California,Big Oak Flat,US-CA,US
California,Big Pine,US-CA,US
California,Big sur,US-CA,US
California,Biggs,US-CA,US
California,Bishop,US-CA,US
California,Blairsden-Graeagle,US-CA,US
California,Bloomington,US-CA,US
California,Blue Jay,US-CA,US
California,Blue Lake,US-CA,US
California,Blythe,US-CA,US
California,Bodega Bay,US-CA,US
California,Bolinas,US-CA,US
California,Bonita,US-CA,US
California,Bonsall,US-CA,US
California,Boonville,US-CA,US
California,Boron,US-CA,US
California,Borrego Springs,US-CA,US
California,Boulder Creek,US-CA,US
California,Boyes Hot Springs,US-CA,US
California,Bradley,US-CA,US
California,Brawley,US-CA,US
California,Brea,US-CA,US
California,Brentwood,US-CA,US
California,Bridgeport,US-CA,US
California,Bridgeville,US-CA,US
California,Brisbane,US-CA,US
California,Brookdale,US-CA,US
California,Brooks,US-CA,US
California,Buellton,US-CA,US
California,Buena Park,US-CA,US
California,Burbank,US-CA,US
California,Burlingame,US-CA,US
California,Burney,US-CA,US
California,Burrel,US-CA,US
California,Butte City,US-CA,US
California,Buttonwillow,US-CA,US
California,Byron,US-CA,US
California,Cabazon,US-CA,US
California,Calabasas,US-CA,US
California,Calexico,US-CA,US
California,California City,US-CA,US
California,California Hot Springs,US-CA,US
California,Calimesa,US-CA,US
California,Calipatria,US-CA,US
California,Calistoga,US-CA,US
California,Calpella,US-CA,US
California,Camarillo,US-CA,US
California,Cambria,US-CA,US
California,Camino,US-CA,US
California,Camp Pendleton,US-CA,US
California,Campbell,US-CA,US
California,Campo,US-CA,US
California,Camptonville,US-CA,US
California,Canoga Park,US-CA,US
California,Canyon,US-CA,US
California,Canyon Country,US-CA,US
California,Capistrano Beach,US-CA,US
California,Capitola,US-CA,US
California,Cardiff by the Sea,US-CA,US
California,Carlsbad,US-CA,US
California,Carmel,US-CA,US
California,Carmel Valley,US-CA,US
California,Carmichael,US-CA,US
California,Carpinteria,US-CA,US
California,Carson,US-CA,US
California,Caruthers,US-CA,US
California,Castaic,US-CA,US
California,Castro Valley,US-CA,US
California,Castroville,US-CA,US
California,Cathedral City,US-CA,US
California,Cayucos,US-CA,US
California,Cazadero,US-CA,US
California,Cedar Glen,US-CA,US
California,Ceres,US-CA,US
